"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","CA110357","CA114720","CA139575","CA140404","CA140705","CA140717"
"frdA","","Fumarate reductase flavoprotein subunit","6","6","1","3","103","","","","1991","1991","1991","OBHBHFCO_00867","CCHHBCMG_01465","HDHBLALJ_01044","NFMMKAFD_01119","HIOKELPH_01261","DOCPNFPP_01075"
"frdB","","Fumarate reductase iron-sulfur subunit","6","6","1","3","99","","","","725","725","725","OBHBHFCO_00868","CCHHBCMG_01466","HDHBLALJ_01045","NFMMKAFD_01118","HIOKELPH_01262","DOCPNFPP_01074"
"ybiT","","putative ABC transporter ATP-binding protein YbiT","6","6","1","3","79","","","","1577","1577","1577","OBHBHFCO_00881","CCHHBCMG_01482","HDHBLALJ_01058","NFMMKAFD_01103","HIOKELPH_01275","DOCPNFPP_01061"
"pseB","","UDP-N-acetylglucosamine 4,6-dehydratase (inverting)","6","6","1","1","645","","","","1004","1004","1004","OBHBHFCO_00888","CCHHBCMG_00047","HDHBLALJ_00562","NFMMKAFD_00040","HIOKELPH_00046","DOCPNFPP_01498"
"accC","","Biotin carboxylase","6","6","1","1","648","","","","1331","1331","1331","OBHBHFCO_00891","CCHHBCMG_00050","HDHBLALJ_00559","NFMMKAFD_00043","HIOKELPH_00049","DOCPNFPP_01501"
"napA_2","","Periplasmic nitrate reductase","6","6","1","1","154","","","","2240","2240","2240","OBHBHFCO_00965","CCHHBCMG_00963","HDHBLALJ_01317","NFMMKAFD_01337","HIOKELPH_00950","DOCPNFPP_00805"
"rpsK","","30S ribosomal protein S11","6","6","1","2","250","","","","392","392","392","OBHBHFCO_01074","CCHHBCMG_01155","HDHBLALJ_01100","NFMMKAFD_00663","HIOKELPH_01576","DOCPNFPP_00909"
"rpsJ","","30S ribosomal protein S10","6","6","1","2","646","","","","311","311","311","OBHBHFCO_00797","CCHHBCMG_01274","HDHBLALJ_01453","NFMMKAFD_00856","HIOKELPH_01340","DOCPNFPP_01323"
"infA","","Translation initiation factor IF-1","6","6","1","2","248","","","","218","218","218","OBHBHFCO_01076","CCHHBCMG_01153","HDHBLALJ_01098","NFMMKAFD_00661","HIOKELPH_01578","DOCPNFPP_00907"
"rpmH","","50S ribosomal protein L34","6","6","1","1","1281","","","","134","134","134","OBHBHFCO_01347","CCHHBCMG_00703","HDHBLALJ_00125","NFMMKAFD_01762","HIOKELPH_00500","DOCPNFPP_00370"
"rplU","","50S ribosomal protein L21","6","6","1","2","597","","","","308","308","308","OBHBHFCO_01288","CCHHBCMG_01538","HDHBLALJ_01186","NFMMKAFD_01431","HIOKELPH_01493","DOCPNFPP_00997"
"rbfA","","Ribosome-binding factor A","6","6","1","2","424","","","","362","362","362","OBHBHFCO_00712","CCHHBCMG_01494","HDHBLALJ_01538","NFMMKAFD_01388","HIOKELPH_01425","DOCPNFPP_01238"
"purA","","Adenylosuccinate synthetase","6","6","1","1","170","","","","1250","1250","1250","OBHBHFCO_00978","CCHHBCMG_00976","HDHBLALJ_01330","NFMMKAFD_01324","HIOKELPH_00963","DOCPNFPP_00792"
"rplP","","50S ribosomal protein L16","6","6","1","2","638","","","","425","425","425","OBHBHFCO_00789","CCHHBCMG_01266","HDHBLALJ_01461","NFMMKAFD_00848","HIOKELPH_01348","DOCPNFPP_01315"
"rplN","","50S ribosomal protein L14","6","6","1","2","635","","","","368","368","368","OBHBHFCO_00786","CCHHBCMG_01263","HDHBLALJ_01464","NFMMKAFD_00845","HIOKELPH_01351","DOCPNFPP_01312"
"fliS","","Flagellar secretion chaperone FliS","6","6","1","1","541","","","","386","386","386","OBHBHFCO_00152","CCHHBCMG_00442","HDHBLALJ_00724","NFMMKAFD_00441","HIOKELPH_00777","DOCPNFPP_00535"
"group_3493","","hypothetical protein","6","6","1","3","366","","","","191","191","191","OBHBHFCO_01377","CCHHBCMG_01678","HDHBLALJ_00869","NFMMKAFD_01604","HIOKELPH_01628","DOCPNFPP_01604"
"group_3494","","hypothetical protein","6","6","1","2","43","","","","167","167","167","OBHBHFCO_01123","CCHHBCMG_01312","HDHBLALJ_01406","NFMMKAFD_00898","HIOKELPH_01291","DOCPNFPP_01370"
"rpsE","","30S ribosomal protein S5","6","6","1","2","628","","","","443","443","443","OBHBHFCO_00779","CCHHBCMG_01256","HDHBLALJ_01471","NFMMKAFD_00838","HIOKELPH_01358","DOCPNFPP_01305"
"pstC1","","Phosphate transport system permease protein PstC 1","6","6","1","1","1874","","","","914","914","914","OBHBHFCO_00103","CCHHBCMG_00509","HDHBLALJ_00675","NFMMKAFD_00506","HIOKELPH_00729","DOCPNFPP_00487"
"feoA","","Putative Fe(2+) transport protein A","6","6","1","1","2163","","","","224","224","224","OBHBHFCO_01159","CCHHBCMG_01067","HDHBLALJ_01578","NFMMKAFD_01527","HIOKELPH_01045","DOCPNFPP_00700"
"pstB","","Phosphate import ATP-binding protein PstB","6","6","1","1","1876","","","","740","740","740","OBHBHFCO_00101","CCHHBCMG_00511","HDHBLALJ_00673","NFMMKAFD_00508","HIOKELPH_00727","DOCPNFPP_00485"
"rplM","","50S ribosomal protein L13","6","6","1","1","2271","","","","425","425","425","OBHBHFCO_00998","CCHHBCMG_00994","HDHBLALJ_01350","NFMMKAFD_01306","HIOKELPH_00983","DOCPNFPP_00772"
"ccoN1","","Cbb3-type cytochrome c oxidase subunit CcoN1","6","6","1","1","182","","","","1466","1466","1466","OBHBHFCO_00986","CCHHBCMG_00984","HDHBLALJ_01338","NFMMKAFD_01316","HIOKELPH_00971","DOCPNFPP_00784"
"group_3500","","hypothetical protein","6","6","1","1","542","","","","275","275","275","OBHBHFCO_00151","CCHHBCMG_00443","HDHBLALJ_00723","NFMMKAFD_00442","HIOKELPH_00776","DOCPNFPP_00534"
"rpsG","","30S ribosomal protein S7","6","6","1","1","473","","","","470","470","470","OBHBHFCO_00207","CCHHBCMG_00386","HDHBLALJ_00779","NFMMKAFD_00387","HIOKELPH_00832","DOCPNFPP_00590"
"group_3502","","hypothetical protein","6","6","1","3","372","","","","971","971","971","OBHBHFCO_01380","CCHHBCMG_01674","HDHBLALJ_00866","NFMMKAFD_01608","HIOKELPH_01631","DOCPNFPP_01601"
"rplB","","50S ribosomal protein L2","6","6","1","2","642","","","","830","830","830","OBHBHFCO_00793","CCHHBCMG_01270","HDHBLALJ_01457","NFMMKAFD_00852","HIOKELPH_01344","DOCPNFPP_01319"
"prfB","","Peptide chain release factor 2","6","6","1","1","2245","","","","1097","1097","1097","OBHBHFCO_01614","CCHHBCMG_01018","HDHBLALJ_01375","NFMMKAFD_01282","HIOKELPH_01008","DOCPNFPP_00747"
"rpsM","","30S ribosomal protein S13","6","6","1","2","249","","","","365","365","365","OBHBHFCO_01075","CCHHBCMG_01154","HDHBLALJ_01099","NFMMKAFD_00662","HIOKELPH_01577","DOCPNFPP_00908"
"tpd","","34 kDa membrane antigen","6","6","1","2","354","","","","539","539","539","OBHBHFCO_01297","CCHHBCMG_01224","HDHBLALJ_01177","NFMMKAFD_00791","HIOKELPH_01484","DOCPNFPP_00988"
"typA","","GTP-binding protein TypA/BipA","6","6","1","2","505","","","","1808","1808","1808","OBHBHFCO_01521","CCHHBCMG_01588","HDHBLALJ_01235","NFMMKAFD_01482","HIOKELPH_01537","DOCPNFPP_01045"
"group_3508","","hypothetical protein","6","6","1","1","635","","","","1562","1562","1562","OBHBHFCO_01710","CCHHBCMG_00039","HDHBLALJ_00569","NFMMKAFD_00031","HIOKELPH_00039","DOCPNFPP_01491"
"fliG","","Flagellar motor switch protein FliG","6","6","1","3","247","","","","1028","1028","1028","OBHBHFCO_00640","CCHHBCMG_01377","HDHBLALJ_00953","NFMMKAFD_01208","HIOKELPH_01170","DOCPNFPP_01166"
"group_351","","Pyruvate:ferredoxin oxidoreductase","6","6","1","1","2267","","","","3560","3560","3560","OBHBHFCO_01002","CCHHBCMG_00998","HDHBLALJ_01354","NFMMKAFD_01302","HIOKELPH_00987","DOCPNFPP_00768"
"queC","","7-cyano-7-deazaguanine synthase","6","6","1","2","45","","","","674","674","674","OBHBHFCO_01121","CCHHBCMG_01310","HDHBLALJ_01408","NFMMKAFD_00896","HIOKELPH_01293","DOCPNFPP_01368"
"group_3511","","putative transcriptional regulatory protein","6","6","1","1","1636","","","","707","707","707","OBHBHFCO_00538","CCHHBCMG_00162","HDHBLALJ_00421","NFMMKAFD_00160","HIOKELPH_00192","DOCPNFPP_00074"
"group_3512","","hypothetical protein","6","6","1","2","645","","","","575","575","575","OBHBHFCO_00796","CCHHBCMG_01273","HDHBLALJ_01454","NFMMKAFD_00855","HIOKELPH_01341","DOCPNFPP_01322"
"fusA","","Elongation factor G","6","6","1","1","480","","","","2075","2075","2075","OBHBHFCO_00206","CCHHBCMG_00387","HDHBLALJ_00778","NFMMKAFD_00388","HIOKELPH_00831","DOCPNFPP_00589"
"rplD","","50S ribosomal protein L4","6","6","1","2","644","","","","614","614","614","OBHBHFCO_00795","CCHHBCMG_01272","HDHBLALJ_01455","NFMMKAFD_00854","HIOKELPH_01342","DOCPNFPP_01321"
"regX3_1","","Sensory transduction protein regX3","6","6","1","1","1712","","","","674","674","674","OBHBHFCO_00602","CCHHBCMG_00113","HDHBLALJ_00485","NFMMKAFD_00106","HIOKELPH_00123","DOCPNFPP_00010"
"group_3516","","hypothetical protein","6","6","1","1","2255","","","","434","434","434","OBHBHFCO_01012","CCHHBCMG_01008","HDHBLALJ_01364","NFMMKAFD_01292","HIOKELPH_00997","DOCPNFPP_00758"
"trxA","","Thioredoxin","6","6","1","3","452","","","","314","314","314","OBHBHFCO_01184","CCHHBCMG_01599","HDHBLALJ_01683","NFMMKAFD_01692","HIOKELPH_01712","DOCPNFPP_01672"
"group_3518","","hypothetical protein","6","6","1","1","1875","","","","1088","1088","1088","OBHBHFCO_00102","CCHHBCMG_00510","HDHBLALJ_00674","NFMMKAFD_00507","HIOKELPH_00728","DOCPNFPP_00486"
"mdtC","","Multidrug resistance protein MdtC","6","6","1","1","1425","","","","3017","3017","3017","OBHBHFCO_00310","CCHHBCMG_00290","HDHBLALJ_00286","NFMMKAFD_00297","HIOKELPH_00339","DOCPNFPP_00209"
"group_352","","hypothetical protein","6","6","1","1","2258","","","","1826","1826","1826","OBHBHFCO_01011","CCHHBCMG_01007","HDHBLALJ_01363","NFMMKAFD_01293","HIOKELPH_00996","DOCPNFPP_00759"
"rplK","","50S ribosomal protein L11","6","6","1","1","463","","","","425","425","425","OBHBHFCO_00214","CCHHBCMG_00379","HDHBLALJ_00786","NFMMKAFD_00380","HIOKELPH_00849","DOCPNFPP_00597"
"tufA","","Elongation factor Tu","6","6","1","1","459","","","","1199","1199","1199","OBHBHFCO_00219","CCHHBCMG_00374","HDHBLALJ_00791","NFMMKAFD_00375","HIOKELPH_00854","DOCPNFPP_00602"
"nqo6","","NADH-quinone oxidoreductase subunit 6","6","6","1","2","227","","","","503","503","503","OBHBHFCO_01412","CCHHBCMG_01136","HDHBLALJ_01079","NFMMKAFD_00649","HIOKELPH_01599","DOCPNFPP_00888"
"hypD","","Hydrogenase maturation factor HypD","6","6","1","1","1886","","","","1091","1091","1091","OBHBHFCO_00093","CCHHBCMG_00520","HDHBLALJ_00665","NFMMKAFD_00517","HIOKELPH_00718","DOCPNFPP_00477"
"lepA","","Elongation factor 4","6","6","1","1","1422","","","","1796","1796","1796","OBHBHFCO_00307","CCHHBCMG_00293","HDHBLALJ_00283","NFMMKAFD_00300","HIOKELPH_00342","DOCPNFPP_00212"
"rpsL","","30S ribosomal protein S12","6","6","1","1","472","","","","386","386","386","OBHBHFCO_00208","CCHHBCMG_00385","HDHBLALJ_00780","NFMMKAFD_00386","HIOKELPH_00833","DOCPNFPP_00591"
"rpsR","","30S ribosomal protein S18","6","6","1","1","1472","","","","260","260","260","OBHBHFCO_00355","CCHHBCMG_00254","HDHBLALJ_00331","NFMMKAFD_00259","HIOKELPH_00293","DOCPNFPP_00164"
"nusG","","Transcription termination/antitermination protein NusG","6","6","1","1","462","","","","533","533","533","OBHBHFCO_00215","CCHHBCMG_00378","HDHBLALJ_00787","NFMMKAFD_00379","HIOKELPH_00850","DOCPNFPP_00598"
"ppiB","","Peptidyl-prolyl cis-trans isomerase B","6","6","1","1","1635","","","","482","482","482","OBHBHFCO_00537","CCHHBCMG_00163","HDHBLALJ_00420","NFMMKAFD_00161","HIOKELPH_00193","DOCPNFPP_00075"
"hslV","","ATP-dependent protease subunit HslV","6","6","1","1","1942","","","","542","542","542","OBHBHFCO_00062","CCHHBCMG_00552","HDHBLALJ_00634","NFMMKAFD_00553","HIOKELPH_00687","DOCPNFPP_00446"
"mreB","","Cell shape-determining protein MreB","6","6","1","3","322","","","","1040","1040","1040","OBHBHFCO_00694","CCHHBCMG_01337","HDHBLALJ_00896","NFMMKAFD_01254","HIOKELPH_01111","DOCPNFPP_01220"
"group_3531","","hypothetical protein","6","6","1","1","1885","","","","281","281","281","OBHBHFCO_00094","CCHHBCMG_00519","HDHBLALJ_00666","NFMMKAFD_00516","HIOKELPH_00719","DOCPNFPP_00478"
"flgC","","Flagellar basal-body rod protein FlgC","6","6","1","1","513","","","","494","494","494","OBHBHFCO_00174","CCHHBCMG_00420","HDHBLALJ_00746","NFMMKAFD_00419","HIOKELPH_00799","DOCPNFPP_00557"
"ppa","","Inorganic pyrophosphatase","6","6","1","1","1922","","","","518","518","518","OBHBHFCO_00082","CCHHBCMG_00531","HDHBLALJ_00654","NFMMKAFD_00529","HIOKELPH_00707","DOCPNFPP_00466"
"group_3534","","hypothetical protein","6","6","1","2","223","","","","227","227","227","OBHBHFCO_01415","CCHHBCMG_01133","HDHBLALJ_01076","NFMMKAFD_00646","HIOKELPH_01602","DOCPNFPP_00885"
"group_3535","","hypothetical protein","6","6","1","1","173","","","","428","428","428","OBHBHFCO_00979","CCHHBCMG_00977","HDHBLALJ_01331","NFMMKAFD_01323","HIOKELPH_00964","DOCPNFPP_00791"
"sucD","","Succinate--CoA ligase [ADP-forming] subunit alpha","6","6","1","1","520","","","","869","869","869","OBHBHFCO_00167","CCHHBCMG_00427","HDHBLALJ_00739","NFMMKAFD_00426","HIOKELPH_00792","DOCPNFPP_00550"
"rpmA","","50S ribosomal protein L27","6","6","1","2","598","","","","254","254","254","OBHBHFCO_01289","CCHHBCMG_01537","HDHBLALJ_01185","NFMMKAFD_01430","HIOKELPH_01492","DOCPNFPP_00996"
"pseG","","UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase","6","6","1","1","615","","","","824","824","824","OBHBHFCO_01661","CCHHBCMG_00023","HDHBLALJ_01695","NFMMKAFD_00017","HIOKELPH_00022","DOCPNFPP_01696"
"rpsS","","30S ribosomal protein S19","6","6","1","2","641","","","","281","281","281","OBHBHFCO_00792","CCHHBCMG_01269","HDHBLALJ_01458","NFMMKAFD_00851","HIOKELPH_01345","DOCPNFPP_01318"
"tdcG","","L-serine dehydratase TdcG","6","6","1","2","289","","","","1364","1364","1364","OBHBHFCO_01034","CCHHBCMG_01190","HDHBLALJ_01140","NFMMKAFD_00698","HIOKELPH_01444","DOCPNFPP_00949"
"dcd","","dCTP deaminase","6","6","1","1","646","","","","560","560","560","OBHBHFCO_00889","CCHHBCMG_00048","HDHBLALJ_00561","NFMMKAFD_00041","HIOKELPH_00047","DOCPNFPP_01499"
"acpP","","Acyl carrier protein","6","6","1","1","424","","","","233","233","233","OBHBHFCO_01681","CCHHBCMG_00343","HDHBLALJ_00826","NFMMKAFD_00342","HIOKELPH_00892","DOCPNFPP_00637"
"rplX","","50S ribosomal protein L24","6","6","1","2","634","","","","233","233","233","OBHBHFCO_00785","CCHHBCMG_01262","HDHBLALJ_01465","NFMMKAFD_00844","HIOKELPH_01352","DOCPNFPP_01311"
"group_3543","","hypothetical protein","6","6","1","1","1423","","","","1274","1274","1274","OBHBHFCO_00308","CCHHBCMG_00292","HDHBLALJ_00284","NFMMKAFD_00299","HIOKELPH_00341","DOCPNFPP_00211"
"group_3544","","hypothetical protein","6","6","1","1","638","","","","230","230","230","OBHBHFCO_01707","CCHHBCMG_00042","HDHBLALJ_00566","NFMMKAFD_00034","HIOKELPH_00042","DOCPNFPP_01494"
"groL","","60 kDa chaperonin","6","6","1","1","1698","","","","1637","1637","1637","OBHBHFCO_00590","CCHHBCMG_00120","HDHBLALJ_00473","NFMMKAFD_00113","HIOKELPH_00139","DOCPNFPP_00022"
"rpsQ","","30S ribosomal protein S17","6","6","1","2","636","","","","251","251","251","OBHBHFCO_00787","CCHHBCMG_01264","HDHBLALJ_01463","NFMMKAFD_00846","HIOKELPH_01350","DOCPNFPP_01313"
"pseC","","UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase","6","6","1","1","644","","","","1130","1130","1130","OBHBHFCO_00887","CCHHBCMG_00046","HDHBLALJ_00563","NFMMKAFD_00039","HIOKELPH_00045","DOCPNFPP_01497"
"hisF_1","","Imidazole glycerol phosphate synthase subunit HisF","6","6","1","1","613","","","","746","746","746","OBHBHFCO_01665","CCHHBCMG_00021","HDHBLALJ_01697","NFMMKAFD_00015","HIOKELPH_00020","DOCPNFPP_01694"
"group_3549","","hypothetical protein","6","6","1","1","636","","","","416","416","416","OBHBHFCO_01709","CCHHBCMG_00040","HDHBLALJ_00568","NFMMKAFD_00032","HIOKELPH_00040","DOCPNFPP_01492"
"group_3550","","hypothetical protein","6","6","1","3","86","","","","209","209","209","OBHBHFCO_00876","CCHHBCMG_01478","HDHBLALJ_01053","NFMMKAFD_01107","HIOKELPH_01270","DOCPNFPP_01066"
"fliM","","Flagellar motor switch protein FliM","6","6","1","2","541","","","","1076","1079","1077","OBHBHFCO_01542","CCHHBCMG_01570","HDHBLALJ_01215","NFMMKAFD_01464","HIOKELPH_01522","DOCPNFPP_01026"
"rpoBC_2","","Bifunctional DNA-directed RNA polymerase subunit beta-beta'","6","6","1","1","467","","","","4127","4127","4127","OBHBHFCO_00210","CCHHBCMG_00383","HDHBLALJ_00782","NFMMKAFD_00384","HIOKELPH_00845","DOCPNFPP_00593"
"rpmG2","","50S ribosomal protein L33 2","6","6","1","1","460","","","","158","158","158","OBHBHFCO_00218","CCHHBCMG_00375","HDHBLALJ_00790","NFMMKAFD_00376","HIOKELPH_00853","DOCPNFPP_00601"
"mdtI","","Spermidine export protein MdtI","6","6","1","1","1639","","","","308","308","308","OBHBHFCO_00540","CCHHBCMG_00160","HDHBLALJ_00423","NFMMKAFD_00158","HIOKELPH_00190","DOCPNFPP_00072"
"group_3555","","hypothetical protein","6","6","1","1","2253","","","","341","341","341","OBHBHFCO_01014","CCHHBCMG_01010","HDHBLALJ_01366","NFMMKAFD_01290","HIOKELPH_00999","DOCPNFPP_00756"
"rpsZ","","30S ribosomal protein S14 type Z","6","6","1","2","632","","","","185","185","185","OBHBHFCO_00783","CCHHBCMG_01260","HDHBLALJ_01467","NFMMKAFD_00842","HIOKELPH_01354","DOCPNFPP_01309"
"group_3557","","hypothetical protein","6","6","1","2","315","","","","161","161","161","OBHBHFCO_01027","CCHHBCMG_01198","HDHBLALJ_01147","NFMMKAFD_00764","HIOKELPH_01451","DOCPNFPP_00956"
"rpsB","","30S ribosomal protein S2","6","6","1","1","1647","","","","791","791","791","OBHBHFCO_00548","CCHHBCMG_00152","HDHBLALJ_00431","NFMMKAFD_00150","HIOKELPH_00182","DOCPNFPP_00064"
"rpsD","","30S ribosomal protein S4","6","6","1","2","251","","","","626","626","626","OBHBHFCO_01073","CCHHBCMG_01156","HDHBLALJ_01101","NFMMKAFD_00664","HIOKELPH_01575","DOCPNFPP_00910"
"group_356","","hypothetical protein","6","6","1","2","273","","","","263","263","263","OBHBHFCO_01056","CCHHBCMG_01173","HDHBLALJ_01118","NFMMKAFD_00681","HIOKELPH_01558","DOCPNFPP_00927"
"group_3560","","hypothetical protein","6","6","1","3","87","","","","956","956","956","OBHBHFCO_00875","CCHHBCMG_01477","HDHBLALJ_01052","NFMMKAFD_01108","HIOKELPH_01269","DOCPNFPP_01067"
"atpD_1","","ATP synthase subunit beta","6","6","1","2","461","","","","1397","1397","1397","OBHBHFCO_00743","CCHHBCMG_01525","HDHBLALJ_01507","NFMMKAFD_01418","HIOKELPH_01394","DOCPNFPP_01269"
"group_3562","","hypothetical protein","6","6","1","1","2254","","","","197","197","197","OBHBHFCO_01013","CCHHBCMG_01009","HDHBLALJ_01365","NFMMKAFD_01291","HIOKELPH_00998","DOCPNFPP_00757"
"rpmB","","50S ribosomal protein L28","6","6","1","1","432","","","","194","194","194","OBHBHFCO_00243","CCHHBCMG_00350","HDHBLALJ_00815","NFMMKAFD_00351","HIOKELPH_00878","DOCPNFPP_00626"
"nagD","","Ribonucleotide monophosphatase NagD","6","6","1","3","253","","","","767","767","767","OBHBHFCO_00644","CCHHBCMG_01373","HDHBLALJ_00949","NFMMKAFD_01212","HIOKELPH_01166","DOCPNFPP_01170"
"czcB","","Cobalt-zinc-cadmium resistance protein CzcB","6","6","1","1","1424","","","","740","740","740","OBHBHFCO_00309","CCHHBCMG_00291","HDHBLALJ_00285","NFMMKAFD_00298","HIOKELPH_00340","DOCPNFPP_00210"
"group_3566","","hypothetical protein","6","6","1","1","523","","","","845","845","845","OBHBHFCO_00164","CCHHBCMG_00430","HDHBLALJ_00736","NFMMKAFD_00429","HIOKELPH_00789","DOCPNFPP_00547"
"hypE","","Carbamoyl dehydratase HypE","6","6","1","1","1887","","","","974","974","974","OBHBHFCO_00092","CCHHBCMG_00521","HDHBLALJ_00664","NFMMKAFD_00518","HIOKELPH_00717","DOCPNFPP_00476"
"group_3568","","hypothetical protein","6","6","1","1","242","","","","185","185","185","OBHBHFCO_00012","CCHHBCMG_00616","HDHBLALJ_00584","NFMMKAFD_00613","HIOKELPH_00629","DOCPNFPP_00396"
"fabH_2","","3-oxoacyl-[acyl-carrier-protein] synthase 3","6","6","1","1","634","","","","1061","1061","1061","OBHBHFCO_01711","CCHHBCMG_00038","HDHBLALJ_00570","NFMMKAFD_00030","HIOKELPH_00038","DOCPNFPP_01490"
"dapD","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","6","6","1","2","267","","","","1160","1163","1162","OBHBHFCO_01062","CCHHBCMG_01167","HDHBLALJ_01112","NFMMKAFD_00675","HIOKELPH_01564","DOCPNFPP_00921"
"yeeO","","putative FMN/FAD exporter YeeO","6","6","1","1","1880","","","","1316","1316","1316","OBHBHFCO_00099","CCHHBCMG_00514","HDHBLALJ_00671","NFMMKAFD_00511","HIOKELPH_00724","DOCPNFPP_00483"
"rho","","Transcription termination factor Rho","6","6","1","1","1618","","","","1298","1298","1298","OBHBHFCO_00527","CCHHBCMG_00176","HDHBLALJ_00410","NFMMKAFD_00174","HIOKELPH_00205","DOCPNFPP_00085"
"rpsI","","30S ribosomal protein S9","6","6","1","1","2270","","","","389","389","389","OBHBHFCO_00999","CCHHBCMG_00995","HDHBLALJ_01351","NFMMKAFD_01305","HIOKELPH_00984","DOCPNFPP_00771"
"clpY","","ATP-dependent protease ATPase subunit ClpY","6","6","1","1","1941","","","","1319","1319","1319","OBHBHFCO_00063","CCHHBCMG_00551","HDHBLALJ_00635","NFMMKAFD_00552","HIOKELPH_00688","DOCPNFPP_00447"
"fur","","Ferric uptake regulation protein","6","6","1","3","121","","","","470","473","471","OBHBHFCO_00858","CCHHBCMG_01456","HDHBLALJ_01035","NFMMKAFD_01128","HIOKELPH_01252","DOCPNFPP_01084"
"rplQ","","50S ribosomal protein L17","6","6","1","2","258","","","","353","353","353","OBHBHFCO_01071","CCHHBCMG_01158","HDHBLALJ_01103","NFMMKAFD_00666","HIOKELPH_01573","DOCPNFPP_00912"
"rpoA","","DNA-directed RNA polymerase subunit alpha","6","6","1","2","252","","","","1013","1013","1013","OBHBHFCO_01072","CCHHBCMG_01157","HDHBLALJ_01102","NFMMKAFD_00665","HIOKELPH_01574","DOCPNFPP_00911"
"queF","","NADPH-dependent 7-cyano-7-deazaguanine reductase","6","6","1","2","76","","","","383","383","383","OBHBHFCO_01097","CCHHBCMG_01293","HDHBLALJ_01432","NFMMKAFD_00874","HIOKELPH_01319","DOCPNFPP_01344"
